V1,V2
chr1_000035.1,0
chr10_000990.1,0
chr10_002131.1,0
chr10_002700.1,0
chr10_004460.1,0
chr1_001358.1,0
chr1_002101.1,0
chr1_002130.1,0
chr1_002890.1,0.0645161290322581
chr1_003885.1,0.0961538461538462
chr1_004013.1,0.0106382978723404
chr1_004375.1,0.0560747663551402
chr11_001838.1,0
chr11_002591.1,0.105263157894737
chr11_002617.1,0.0078125
chr11_002816.1,0.0666666666666667
chr12_000004.1,0
chr12_000005.1,0
chr12_000006.1,0
chr12_000011.1,0.08
chr12_000016.1,0
chr12_000018.1,0
chr12_000019.1,0
chr12_000021.1,0
chr12_000022.1,0.0121951219512195
chr12_000024.1,0
chr12_000028.1,0
chr12_000029.1,0
chr12_000033.1,0
chr12_000034.1,0
chr12_000035.1,0
chr12_000037.1,0
chr12_000039.1,0.0808080808080808
chr12_000042.1,0
chr12_000052.1,0
chr12_000055.1,0
chr12_000056.1,0.0158730158730159
chr12_000068.1,0.0410958904109589
chr12_000070.1,0.0681818181818182
chr12_000072.1,0.0377358490566038
chr12_000074.1,0
chr12_000078.1,0
chr12_000083.1,0
chr12_000084.1,0.0594059405940594
chr12_000085.1,0.0720720720720721
chr12_000087.1,0
chr12_000093.1,0
chr12_000095.1,0
chr12_000102.1,0.0102040816326531
chr12_000103.1,0
chr12_000105.1,0
chr12_000106.1,0.00625
chr12_000107.1,0.0265486725663717
chr12_000109.1,0
chr12_000116.1,0
chr12_000117.1,0.0294117647058824
chr12_000125.1,0.0529801324503311
chr12_000128.1,0.0714285714285714
chr12_000132.1,0
chr12_000135.1,0.0480769230769231
chr12_000136.1,0
chr12_000142.1,0
chr12_000143.1,0.0973451327433628
chr12_000145.1,0.029126213592233
chr12_000146.1,0
chr12_000156.1,0.0333333333333333
chr12_000160.1,0.00483091787439614
chr12_000162.1,0
chr12_000164.1,0.0422535211267606
chr12_000167.1,0.0434782608695652
chr12_000168.1,0
chr12_000169.1,0.0324324324324324
chr12_000170.1,0
chr12_000171.1,0.0526315789473684
chr12_000173.1,0
chr12_000176.1,0.028169014084507
chr12_000177.1,0.0169491525423729
chr12_000178.1,0
chr12_000179.1,0.0410958904109589
chr12_000183.1,0
chr12_000185.1,0
chr12_000186.1,0.0447761194029851
chr12_000187.1,0
chr12_000188.1,0.105263157894737
chr12_000189.1,0
chr12_000190.1,0.032258064516129
chr12_000191.1,0
chr12_000192.1,0
chr12_000199.1,0.0625
chr12_000200.1,0
chr12_000205.1,0.0379746835443038
chr12_000210.1,0.0357142857142857
chr12_000213.1,0
chr12_000215.1,0.0238095238095238
chr12_000216.1,0
chr12_000227.1,0.0490196078431373
chr12_000228.1,0.0645161290322581
chr12_000229.1,0
chr12_000230.1,0
chr12_000231.1,0.123076923076923
chr12_000232.1,0
chr12_000234.1,0
chr12_000236.1,0
chr12_000237.1,0
chr12_000238.1,0
chr12_000239.1,0.0119760479041916
chr12_000240.1,0.0229885057471264
chr12_000241.1,0.0135135135135135
chr12_000242.1,0.0204081632653061
chr12_000243.1,0
chr12_000244.1,0.0285714285714286
chr12_000247.1,0
chr12_000249.1,0.0444444444444444
chr12_000250.1,0
chr12_000253.1,0.0112359550561798
chr12_000255.1,0
chr12_000259.1,0
chr12_000269.1,0
chr12_000270.1,0.0227272727272727
chr12_000271.1,0
chr12_000272.1,0
chr12_000275.1,0
chr12_000277.1,0
chr12_000280.1,0.0810810810810811
